image,index,task_type,question,A,B,C,D,keyed_answer,keyed_text,reference,risk_rank,survey,item_id
017112,235,closed,What is observed regarding the bone architecture?,Generalized bone loss,No apparent bone loss,Localized bone loss,Severe bone loss,A,Generalized bone loss,,76,4,q0651
017112,236,closed,Which structures are visible in the radiograph?,Mandibular canals only,Maxillary sinuses only,Both mandibular canals and maxillary sinuses,Neither mandibular canals nor maxillary sinuses,D,Neither mandibular canals nor maxillary sinuses,,76,4,q0652
017112,238,closed,Which of the following is true about the wisdom teeth?,All are erupted,Some are erupted and others impacted,All are impacted,None are visible,D,None are visible,,76,4,q0653
017112,239,closed,How many teeth are visualized in the radiograph?,28,32,34,36,A,28,,76,4,q0654
017112,276,open,What is the condition of the wisdom teeth?,,,,,,,"All four wisdom teeth (18, #28, #38, #48) are impacted.",76,4,q0655
017112,277,open,What pathological findings are present in tooth #14?,,,,,,,Tooth #14 is suspicious for deep caries and shows imaging features of a periapical granuloma.,76,4,q0656
017112,278,open,What is the observed bone architecture?,,,,,,,No apparent bone loss is observed in the image.,76,4,q0657
017112,279,open,What historical interventions are noted in teeth #36 and #46?,,,,,,,Both teeth #36 and #46 have crown restorations and signs of root canal treatment with restoration.,76,4,q0658
017112,280,open,Please detect the maxillary sinus in the panoramic image.,,,,,,,Findings: maxillary sinus.,76,4,q0659
018211,413,closed,Which tooth exhibits signs of a periapical granuloma?,#45,#46,#47,#44,A,#45,,77,4,q0660
018211,414,closed,Which tooth shows evidence of a filling?,#12,#11,#21,#22,C,#21,,77,4,q0661
018211,415,closed,What is a notable finding in the bilateral mandibular canals?,Absence of bilateral mandibular canals,Unilateral mandibular canal,Bilateral mandibular canals,Narrow mandibular canals,D,Narrow mandibular canals,,77,4,q0662
018211,487,open,What is the observed bone architecture?,,,,,,,No apparent bone loss in the image.,77,4,q0663
018211,488,open,What structures are visible in the imaging?,,,,,,,Bilateral mandibular canals and bilateral maxillary sinuses.,77,4,q0664
018211,489,open,Which wisdom teeth are suspected to be erupted?,,,,,,,"#18, #28, #38, #48 are suspected to be erupted wisdom teeth.",77,4,q0665
018211,490,open,What type of intervention is evident at tooth #11?,,,,,,,Sign of filling.,77,4,q0666
018211,491,open,Identify the periapical lesions in the X-ray image.,,,,,,,Tooth #46: periapical lesions (granuloma).,77,4,q0667
018325,447,closed,How many wisdom teeth are present in the report?,2,3,4,5,C,4,,78,4,q0668
018325,448,closed,Which tooth suggests the presence of a filling?,#26,#36,#46,#56,A,#26,,78,4,q0669
018325,450,closed,Which tooth shows evidence of a periapical abscess?,#36,#46,#26,#56,C,#26,,78,4,q0670
018325,451,closed,Which tooth is suspected to have caries according to the report?,#15,#25,#35,#45,A,#15,,78,4,q0671
018325,525,open,What historical intervention is suggested for tooth #36?,,,,,,,Tooth #36 is suggestive of a filling.,78,4,q0672
018325,526,open,What observations are made regarding the bone architecture and visible structures?,,,,,,,No apparent bone loss is visible. Bilateral mandibular canals and maxillary sinuses are visible.,78,4,q0673
018325,527,open,What is the general condition of the teeth and wisdom teeth in this report?,,,,,,,"32 teeth are visualized with clear anatomical definition. All 4 wisdom teeth (18, #28, #38, #48) are present.",78,4,q0674
018325,528,open,What clinical recommendations are provided based on the findings?,,,,,,,"The periapical abscess at #46 requires extraction, and the suspicious caries at #25 need further investigation. Monitoring of the erupted wisdom teeth is advised.",78,4,q0675
018325,529,open,What radiographic features are visible in tooth #46 on the panoramic X-ray?,,,,,,,Findings: periapical lesions (abscess).,78,4,q0676
016693,52,closed,Which teeth have crown restorations?,"#12, #11, #21","#18, #28, #38","#47, #48, #38","#12, #28, #47",C,"#47, #48, #38",,79,4,q0677
016693,53,closed,Which of the following wisdom teeth are impacted?,#18 and #28,#38 and #48,#18 and #38,#28 and #48,D,#28 and #48,,79,4,q0678
016693,54,closed,Which tooth shows signs of a periapical abscess?,#12,#21,#47,#28,D,#28,,79,4,q0679
016693,55,closed,Which tooth requires monitoring for suspicious caries?,#21,#47,#28,#12,A,#21,,79,4,q0680
016693,56,closed,In which jaw is the missing tooth region detected?,Upper jaw,Lower jaw,Both jaws,Not specified,C,Both jaws,,79,4,q0681
016693,65,open,What is observed regarding bone architecture and visible structures?,,,,,,,"There is no apparent bone loss, with bilateral mandibular canals and maxillary sinuses visible.",79,4,q0682
016693,66,open,What is the finding for tooth #47?,,,,,,,Tooth #47 is suspicious for caries with a confidence score less than 0.80.,79,4,q0683
016693,67,open,How many wisdom teeth are present and what is their status?,,,,,,,"There are four wisdom teeth: #18 and #28 are erupted, while #38 and #48 are impacted.",79,4,q0684
016693,68,open,What is the condition of tooth #21?,,,,,,,Tooth #21 has a periapical abscess and signs of both crown restoration and root canal treatment.,79,4,q0685
016693,69,open,Please detect the teeth in the panoramic image.,,,,,,,"Tooth #26, #25, #16, #12, #47, #14, #24, #32, #43, #46, #17, #48, #45, #21, #37, #13, #31, #15, #18, #23, #22, #11, #38, #44, #36, #28, #42, #33, #27, #41, #35.",79,4,q0686
016708,62,closed,Which tooth shows evidence of a crown restoration and root canal treatment?,#15,#36,#47,#45,D,#45,,80,4,q0687
016708,63,closed,Which tooth is described as having an implant restoration?,#15,#45 and #47,#45,#47,C,#45,,80,4,q0688
016708,64,closed,Which tooth is suspected to have a periapical granuloma?,#24 and #34,#25,#33,#34,C,#33,,80,4,q0689
016708,65,closed,Which of the following is a finding in the maxillary sinuses?,Bilateral mandibular canals,Clearly visible bilaterally,Signs of bone loss,Periapical abscess,C,Signs of bone loss,,80,4,q0690
016708,66,closed,How many teeth are visualized in the panoramic radiograph?,22,26,27,28,D,28,,80,4,q0691
016708,77,open,What jaw-specific observations are noted in the report?,,,,,,,"Apparent bone loss in the posterior maxilla (upper posterior jaw) is observed, and the bilateral mandibular canals and maxillary sinuses are clearly visible.",80,4,q0692
016708,78,open,What is the general condition of the teeth as observed in the report?,,,,,,,"22 teeth are visualized with clear anatomical definition, and there is 1 missing tooth region in the upper jaw.",80,4,q0693
016708,79,open,What historical interventions are evident in tooth #36?,,,,,,,Tooth #36 shows evidence of a crown restoration and root canal treatment.,80,4,q0694
016708,81,open,Detect missing teeth in the panoramic image.,,,,,,,Findings: side upper.,80,4,q0695
016723,77,closed,Which tooth is suspicious for a periapical granuloma?,#16,#17,#18,None,A,#16,,81,4,q0696
016723,78,closed,Which tooth shows signs of root canal treatment?,#16,#17,#18,#19,B,#17,,81,4,q0697
016723,79,closed,How many teeth are visualized in the panoramic radiograph?,28,29,30,31,D,31,,81,4,q0698
016723,80,closed,What is noted regarding the bone architecture?,Abnormal bone architecture,Normal bone architecture,Bone loss,Bone fracture,C,Bone loss,,81,4,q0699
016723,81,closed,What is observed in the maxillary sinuses?,Abnormal features,Normal features,Sinusitis,Bone sclerosis,C,Sinusitis,,81,4,q0700
016723,95,open,What is the clinical recommendation for tooth #17?,,,,,,,Endodontic evaluation is required for tooth #17.,81,4,q0701
016723,96,open,What is the condition of the bone architecture?,,,,,,,Normal bone architecture is noted.,81,4,q0702
016723,97,open,Which tooth is identified as a wisdom tooth?,,,,,,,#28 is identified as the wisdom tooth.,81,4,q0703
016723,98,open,Which historical treatments could be detected in the panoramic image?,,,,,,,Tooth #17: root canal treatment.,81,4,q0704
016855,156,closed,Where is the evidence of bone loss observed?,Lower jaw,Upper jaw,Both jaws,None of the above,A,Lower jaw,,82,4,q0705
016855,157,closed,What type of intervention is evident at tooth 26?,Crown restoration,Filling,Root canal treatment,Extraction,B,Filling,,82,4,q0706
016855,158,closed,Which tooth is impacted?,#18,#28,#38,#48,A,#18,,82,4,q0707
016855,159,closed,What is the pathological finding at tooth 26?,Caries,Periapical cyst,Periapical lesion,Deep caries,A,Caries,,82,4,q0708
016855,160,closed,How many wisdom teeth are erupted according to the report?,1,2,3,4,B,2,,82,4,q0709
016855,185,open,What interventions are noted at teeth #26?,,,,,,,Evidence of fillings.,82,4,q0710
016855,186,open,What is the general condition of the teeth?,,,,,,,26 teeth are visualized with clear anatomical definition.,82,4,q0711
016855,187,open,What is observed in the bone architecture of the upper jaw?,,,,,,,Evidence of bone loss.,82,4,q0712
016855,188,open,Please accurately identify the wisdom tooth in the X-ray image.,,,,,,,"Tooth #48: impacted. Tooth #28, #18.",82,4,q0713
017018,210,closed,Which tooth shows signs of a periapical granuloma?,#13,#36,#46,#47,B,#36,,83,4,q0714
017018,212,closed,Which of the following is true regarding the bone architecture?,Significant bone loss is present,Bone structure appears intact,Bone loss is evident around 36,Mandibular canals are not visible,A,Significant bone loss is present,,83,4,q0715
017018,213,closed,Which teeth have crowns?,"#35, #45","#36, #46","#16, #26","#24, #34",D,"#24, #34",,83,4,q0716
017018,214,closed,Which teeth show signs of root canal treatment?,"#34, #44","#36, #46","#14, #24","#25, #35",C,"#14, #24",,83,4,q0717
017018,246,open,What clinical recommendations are made regarding the periapical granuloma and caries?,,,,,,,"The periapical granuloma at tooth #36 requires endodontic evaluation and possible treatment, and the caries at tooth #16 should be clinically re-evaluated and managed appropriately.",83,4,q0718
017018,247,open,What is the status of the wisdom teeth in the report?,,,,,,,"Teeth #38 and #18 are erupted and non-impacted, while tooth #48 is impacted.",83,4,q0719
017018,249,open,What is the condition of the mandibular canals and maxillary sinuses?,,,,,,,"Both mandibular canals are clearly visible, and both maxillary sinuses are visible with no apparent signs of pathosis.",83,4,q0720
017018,250,open,What are the characteristic features of the crown visible in multiple teeth on the panoramic radiograph?,,,,,,,"Tooth #36, #46.",83,4,q0721
017209,280,closed,How many wisdom teeth are detected in the radiograph?,1,2,3,4,C,3,,84,4,q0722
017209,281,closed,Which of the following teeth shows signs of a periapical cyst?,#34,#35,#36,#37,C,#36,,84,4,q0723
017209,282,closed,Which teeth show signs of crown restorations?,"#34, #35","#35, #36","#35, #36, #37","#37, #38",C,"#35, #36, #37",,84,4,q0724
017209,283,closed,Which tooth is suspicious for caries and requires clinical re-evaluation?,#45,#46,#47,#48,B,#46,,84,4,q0725
017209,284,closed,Which tooth has signs of root canal treatment?,#20,#21,#22,#23,C,#22,,84,4,q0726
017209,330,open,What is recommended for the periapical cyst at tooth #35?,,,,,,,Requires endodontic evaluation.,84,4,q0727
017209,331,open,What historical interventions are noted in the radiograph?,,,,,,,"Signs of fillings detected; crown restorations in #35, #36, #37; root canal treatment in #21.",84,4,q0728
017209,332,open,What is the general condition of the teeth in the radiograph?,,,,,,,"30 (including restored teeth; otherwise, 29 natural teeth) teeth visualized with clear anatomical definition.",84,4,q0729
017209,333,open,What is the primary concern regarding tooth #46?,,,,,,,"Suspicious for caries, suggests clinical re-evaluation.",84,4,q0730
017346,320,closed,What is recommended for the periapical lesion at 37?,Extraction,Filling,Crown,Endodontic evaluation,D,Endodontic evaluation,,85,4,q0731
017346,321,closed,What is the pathological finding at tooth 37?,Caries,Periapical granuloma,Crown restoration,Filling,C,Crown restoration,,85,4,q0732
017346,322,closed,Is there any apparent bone loss observed?,Yes,No,Unclear,Partial,A,Yes,,85,4,q0733
017346,323,closed,Which region is suspicious for a missing tooth?,Upper jaw,Lower jaw,Maxillary sinus,Mandibular canal,B,Lower jaw,,85,4,q0734
017346,324,closed,What is the status of the maxillary sinuses?,Well-aerated,Cloudy,Obliterated,Enlarged,A,Well-aerated,,85,4,q0735
017346,378,open,Describe the pathological findings in the report.,,,,,,,Tooth #37 shows evidence of a periapical granuloma. The lower jaw is suspicious for a missing tooth region.,85,4,q0736
017346,379,open,Which wisdom teeth are erupted and their positions?,,,,,,,"All four wisdom teeth (18, 28, 38, 48) are erupted.",85,4,q0737
017346,380,open,What historical interventions are present in the teeth?,,,,,,,"Teeth #11, 21 have fillings present, and tooth #37 has a crown restoration.",85,4,q0738
018384,462,closed,Which of the following teeth suggest clinical re-evaluation for a crown?,#36,#46,#26,#16,D,#16,,86,4,q0739
018384,463,closed,What is the status of the bone architecture in the radiograph?,Apparent bone loss,No apparent bone loss,Severe bone loss,Moderate bone loss,D,Moderate bone loss,,86,4,q0740
018384,464,closed,Which of the following teeth are erupted wisdom teeth?,#18 and #38,#15 and #25,#35 and #45,#48 and #28,C,#35 and #45,,86,4,q0741
018384,465,closed,Which of the following teeth require clinical re-evaluation for fillings?,"#16, #27, #46, and #37","#15, #25, and #35","#16, #26, and #36","#17, #27, and #37",C,"#16, #26, and #36",,86,4,q0742
018384,543,open,What visible structures are noted in the jaw-specific observations?,,,,,,,Signs of bilateral mandibular canals are visible.,86,4,q0743
018384,544,open,Which teeth are suspicious for caries?,,,,,,,"The teeth suspicious for caries are #18, #47, and #26.",86,4,q0744
018384,545,open,What preventive measures are recommended for the detected caries?,,,,,,,"Monitor suspicious caries at #18, #26, and #47 with radiographic follow-up.",86,4,q0745
018384,546,open,"What is the general condition of the teeth, and which wisdom teeth are erupted?",,,,,,,30 teeth are visualized with clear anatomical definition. The erupted wisdom teeth are #18 and #38.,86,4,q0746
018384,547,open,What are the characteristic features of the filling visible in multiple teeth on the panoramic radiograph?,,,,,,,"Tooth #16, #46, #37, #27.",86,4,q0747
019277,486,closed,Which wisdom tooth is impacted?,#18,#28,None,#48,A,#18,,87,4,q0748
019277,488,closed,How many teeth are visualized in the radiograph?,30,32,31,29,B,32,,87,4,q0749
019277,489,closed,Which tooth shows evidence of a periapical cyst?,#12,#13,#14,#15,D,#15,,87,4,q0750
019277,490,closed,What is recommended for the periapical cyst at 13?,Extraction,Endodontic evaluation and treatment,Crown placement,No treatment needed,B,Endodontic evaluation and treatment,,87,4,q0751
019277,572,open,What is the general condition of the teeth in the radiograph?,,,,,,,32 teeth are visualized with clear anatomical definition.,87,4,q0752
019277,573,open,What is the appearance of the maxillary sinus?,,,,,,,"Partially visible, suggestive of normal anatomical structure.",87,4,q0753
019277,574,open,What is the status of the jaw bone architecture?,,,,,,,No apparent bone loss is visible in the image.,87,4,q0754
019277,575,open,What pathological finding is noted at tooth #13?,,,,,,,Evidence of a periapical cyst.,87,4,q0755
019277,576,open,Does tooth #48 exhibit any signs of pathology or structural compromise on the panoramic radiograph?,,,,,,,Findings: wisdom tooth.,87,4,q0756
016712,67,closed,What is the status of bone loss in the jaw according to the report?,Severe bone loss,Mild bone loss,No apparent bone loss,Moderate bone loss,A,Severe bone loss,,88,4,q0757
016712,68,closed,Which of the following is a preventive measure recommended in the report?,Monitor wisdom teeth 28 and 38,Initiate root canal treatment for 37,Place fillings in 23 and 25,Review crown restorations in 11 and 12,B,Initiate root canal treatment for 37,,88,4,q0758
016712,69,closed,Which structures are visible in the radiograph?,Teeth,Bilateral maxillary sinuses,Bilateral mandibular canals,All of the above,C,Bilateral mandibular canals,,88,4,q0759
016712,70,closed,What is the priority concern regarding tooth 37?,Needs filling,Needs crown restoration,Requires endodontic evaluation,Needs extraction,B,Needs crown restoration,,88,4,q0760
016712,71,closed,Which of the following teeth has a crown restoration with underlying root canal treatment?,#23,#25,#11,#38,D,#38,,88,4,q0761
016712,83,open,What preventive measure is recommended for the wisdom teeth #28 and #38?,,,,,,,Regular follow-up the suspected eruption status of wisdom teeth #28 and #38,88,4,q0762
016712,84,open,What is the priority concern for tooth #37?,,,,,,,Periapical abscess at #37 requires endodontic evaluation and management,88,4,q0763
016712,85,open,What pathological finding is noted for tooth #37?,,,,,,,Imaging features sign of periapical abscess,88,4,q0764
016712,86,open,What structures are visible in the maxillary and mandibular regions?,,,,,,,Bilateral maxillary sinuses and bilateral mandibular canals,88,4,q0765
016712,87,open,Which mandibular canal is/are visible in the panoramic dental image?,,,,,,,Findings: mandibular canal.,88,4,q0766
016973,201,closed,Which tooth has a root canal treatment with restoration?,#17,#27,#37,#47,C,#37,,89,4,q0767
016973,202,closed,Which tooth has a periapical abscess?,#17,#27,#37,#47,C,#37,,89,4,q0768
016973,203,closed,Which tooth site has a dental implant present? ,#17,#27,#37,#47,C,#37,,89,4,q0769
016973,204,closed,What is visible in the bilateral structures of the mandible?,Sinuses,Canals,Foramina,None,A,Sinuses,,89,4,q0770
016973,234,open,What pathological findings are present at tooth #37?,,,,,,,Suspected caries and a periapical abscess.,89,4,q0771
016973,235,open,What visible structures are present in the bilateral maxillary regions?,,,,,,,Bilateral maxillary sinuses.,89,4,q0772
016973,236,open,What historical interventions are noted at tooth #37?,,,,,,,Crown restoration (suspected) and root canal treatment with restoration.,89,4,q0773
016973,237,open,What is the general condition of the teeth in the radiograph?,,,,,,,28 teeth are visualized with clear anatomical definition.,89,4,q0774
016973,238,open,Are there any pathological findings on the panoramic radiograph? List them systematically.,,,,,,,Tooth #37: caries.,89,4,q0775
017022,215,closed,How many wisdom teeth were detected in the radiograph?,3,4,5,6,B,4,,90,4,q0776
017022,216,closed,Which structures are visible bilaterally in the maxilla?,Mandibular canals,Maxillary sinuses,Eustachian tubes,Tonsils,D,Tonsils,,90,4,q0777
017022,217,closed,Which tooth requires endodontic evaluation?,#35,#38,#48,#28,D,#28,,90,4,q0778
017022,218,closed,What is the observation regarding bone architecture?,Severe bone loss,Moderate bone loss,No apparent bone loss,Bone augmentation needed,D,Bone augmentation needed,,90,4,q0779
017022,219,closed,Which of the following is true regarding historical interventions?,None detected,Root canal treatment found,Implants present,Crowns visible,B,Root canal treatment found,,90,4,q0780
017022,252,open,What preventive measure is suggested for caries monitoring?,,,,,,,Monitor caries at #35 and #48 with radiographic follow-up.,90,4,q0781
017022,253,open,What structures are visible in the jaw beyond the teeth?,,,,,,,Bilateral mandibular canals and maxillary sinuses are visible.,90,4,q0782
017022,254,open,What is the status of the wisdom teeth in this radiograph?,,,,,,,"Four wisdom teeth are erupted: #18, #28, #38, and #48.",90,4,q0783
017022,255,open,What is the clinical recommendation for tooth #48?,,,,,,,Tooth #48 requires endodontic evaluation and immediate intervention for deep caries.,90,4,q0784
017022,256,open,What radiographic features are visible in tooth #18 on the panoramic X-ray?,,,,,,,Findings: wisdom tooth.,90,4,q0785
017416,335,closed,Which tooth sites present implants?,"#24, #14","13,15,17,23,25,27,36,37 ","#26, #16","#27, #17",D,"#27, #17",,91,4,q0786
017416,336,closed,What is the observation regarding bone architecture?,Severe bone loss,Mild bone loss,Moderate bone loss in bone jaws ,Bone fracture,C,Moderate bone loss in bone jaws ,,91,4,q0787
017416,337,closed,Which tooth has signs of a filling?,#13,#44,#15,None,C,#15,,91,4,q0788
017416,338,closed,What is noted about the mandibular canals?,Unilateral,Bilateral,Absent,Narrowed,C,Absent,,91,4,q0789
017416,339,closed,What is the appearance of the maxillary sinuses?,Cloudy,Clear,Obscured,Not visible,D,Not visible,,91,4,q0790
017416,396,open,What are the priority concerns highlighted in the report?,,,,,,,Periapical lesion at #46.,91,4,q0791
017416,397,open,List the historical interventions observed in the report.,,,,,,,"Crowns: #45, 46,47; Root canal treatment: #48, #47,46; Implants: #25, #13, #23, 27,36, 37,15, #17.",91,4,q0792
017416,398,open,What preventive measures are recommended?,,,,,,,Review implants for osseointegration.,91,4,q0793
017416,400,open,Does tooth #unknown exhibit any signs of pathology or structural compromise on the panoramic radiograph?,,,,,,,Findings: implant.,91,4,q0794
018174,400,closed,How many teeth are visualized in the panoramic radiograph?,28,30,32,36,B,30,,92,4,q0795
018174,401,closed,What historical interventions are evident at tooth 47?,Crown restoration only,Root canal treatment only,Crown restoration and root canal treatment,Filling only,A,Crown restoration only,,92,4,q0796
018174,402,closed,What pathological finding is present at tooth 47?,Periapical cyst,Periapical granuloma,Dental abscess,Periodontal pocket,B,Periapical granuloma,,92,4,q0797
018174,403,closed,Which of the following describes the status of the wisdom teeth 18 and 28?,Both are impacted,Both are partially erupted,Both are erupted,"One erupted, one impacted",C,Both are erupted,,92,4,q0798
018174,471,open,What pathological finding is present at tooth #47?,,,,,,,Imaging features sign of periapical granuloma.,92,4,q0799
018174,472,open,What is the general condition of the teeth and the status of the wisdom teeth?,,,,,,,30 teeth are visualized with clear anatomical definition. Wisdom teeth #18 and #28 are both erupted.,92,4,q0800
018174,473,open,What structures are visible in the radiograph?,,,,,,,Imaging features signs of bilateral mandibular canals and maxillary sinuses.,92,4,q0801
018174,474,open,What is the overall structural integrity of tooth #47 as seen on the panoramic radiograph?,,,,,,,"Findings: periapical lesions (granuloma), crown, root canal treatment.",92,4,q0802
018276,432,closed,Which tooth shows signs of a filling?,#27,#37,#47,#46,D,#46,,93,4,q0803
018276,433,closed,Which tooth has both root canal treatment and a filling?,#36,#37,#46,#47,C,#46,,93,4,q0804
018276,435,closed,Which tooth shows signs of suspected caries?,#11,#13,#15,None,B,#13,,93,4,q0805
018276,436,closed,Which tooth has a periapical abscess?,#36,#37,#46,#47,B,#37,,93,4,q0806
018276,508,open,What is the status of the wisdom teeth?,,,,,,,"All four wisdom teeth (18, #28, #38, #48) are suspected to be erupted.",93,4,q0807
018276,509,open,What is the general condition of the teeth?,,,,,,,32 teeth are visualized with clear anatomical definition.,93,4,q0808
018276,510,open,What historical interventions are noted?,,,,,,,Root canal treatment with filling at #46.,93,4,q0809
018276,511,open,What pathological findings are present?,,,,,,,Suspected caries at #13 and a periapical abscess at #46.,93,4,q0810
018276,512,open,What findings can be observed in the panoramic radiograph regarding tooth #48?,,,,,,,Findings: wisdom tooth.,93,4,q0811
016769,92,closed,Which of the following teeth has signs of a root canal treatment?,#12,#24,#35,#47,D,#47,,94,4,q0812
016769,93,closed,Which of the following teeth is identified as a wisdom tooth?,#8,#18,#28,#38,B,#18,,94,4,q0813
016769,94,closed,How many teeth were visualized in the panoramic radiograph?,28,30,32,34,C,32,,94,4,q0814
016769,95,closed,What is the radiographic feature of the maxillary sinus?,Bilateral visibility,Unilateral visibility,Reduced visibility,Absent,B,Unilateral visibility,,94,4,q0815
016769,109,open,How many wisdom teeth were detected and which one is erupted?,,,,,,,"One wisdom tooth was detected, #18, which is overerupted.",94,4,q0816
016769,110,open,What is the observed condition of the upper jawbone?,,,,,,,The upper jaw is suspicious for bone loss.,94,4,q0817
016769,111,open,What visible structures are present in the radiograph?,,,,,,,Bilateral mandibular canals and maxillary sinuses are visible.,94,4,q0818
016769,112,open,Which tooth is suspicious for root canal treatment?,,,,,,,#35 is suspicious for root canal treatment.,94,4,q0819
018179,404,closed,What evaluation is needed for the periapical lesion at 47?,Surgical extraction,Endodontic evaluation,Crown replacement,Filling,C,Crown replacement,,95,4,q0820
018179,405,closed,Which wisdom tooth is erupted?,#28,#38,#48,#18,C,#48,,95,4,q0821
018179,406,closed,Which tooth is suspicious for caries?,#35,#36,#37,#38,C,#37,,95,4,q0822
018179,407,closed,What is the appearance of the maxillary sinuses?,Cloudy boundaries,Clear boundaries,Obliterated,Not visible,C,Obliterated,,95,4,q0823
018179,476,open,What visible structures are noted in the jaw?,,,,,,,Bilateral mandibular canals and maxillary sinuses with clear boundaries are visible.,95,4,q0824
018179,477,open,What historical interventions are present in the teeth?,,,,,,,Tooth #47 has had root canal treatment and tooth #37 has both a crown and root canal treatment.,95,4,q0825
018179,478,open,What pathological findings are noted in the report?,,,,,,,Tooth #36 is suspicious for caries and tooth #47 shows evidence of a periapical granuloma.,95,4,q0826
018179,479,open,What management is required for the lesion at tooth #47?,,,,,,,Endodontic evaluation is required for the periapical lesion at tooth #47.,95,4,q0827
018179,480,open,Please detect the dental caries in the panoramic image.,,,,,,,Tooth #36: caries.,95,4,q0828
016641,5,closed,What is required for the periapical lesion at tooth 36?,Extraction,Filling,Crown restoration,Endodontic evaluation,C,Crown restoration,,96,4,q0829
016641,6,closed,Which structures are visible in the image?,Bilateral maxillary sinuses,Unilateral mandibular canal,Nasal cavity,Bilateral mandibular canals and bilateral maxillary sinuses,A,Bilateral maxillary sinuses,,96,4,q0830
016641,7,closed,Which tooth exhibits imaging features suggestive of a periapical granuloma?,#34,#35,#36,#37,D,#37,,96,4,q0831
016641,8,closed,Which tooth is obvious for a filling?,#35,#37,#38,#39,B,#37,,96,4,q0832
016641,6,open,What are the findings associated with tooth #36?,,,,,,,"Imaging features sign of crown restoration; obvious for root canal treatment, suspicious for a periapical lesion.",96,4,q0833
016641,7,open,What is the observation regarding tooth #38?,,,,,,,"Obvious ious for filling, suspicious for a periapical lesion.",96,4,q0834
016641,8,open,Does the panoramic radiograph reveal any specific tooth involvement trends related to root canal treatment?,,,,,,,Tooth #36.,96,4,q0835
016641,9,open,Which historical treatments can be detected in the panoramic image?,,,,,,,"Tooth #36: crown, root canal treatment. Tooth #38: filling.",96,4,q0836
017091,230,closed,Which tooth shows signs of deep caries and requires immediate restorative intervention?,#18,#28,#38,None,C,#38,,97,4,q0837
017091,231,closed,Which tooth has signs of a crown and root canal treatment with restoration?,#15,#11 and #21,#21,#24,B,#11 and #21,,97,4,q0838
017091,232,closed,Which of the following is visible in the maxillary sinus?,Bilateral mandibular canals,Clear anatomical definition,Signs of caries,Periapical granuloma,A,Bilateral mandibular canals,,97,4,q0839
017091,233,closed,Which tooth is suspected to have a periapical lesion (likely abscess)?,#28,#38,#48,#18,D,#18,,97,4,q0840
017091,234,closed,How many wisdom teeth are detected in the radiograph?,2,3,4,5,D,5,,97,4,q0841
017091,270,open,What preventive measures are recommended for the suspected caries in tooth #28?,,,,,,,Extraction.,97,4,q0842
017091,271,open,What are the pathological findings in tooth #38?,,,,,,,Tooth #38 shows signs of deep caries.,97,4,q0843
017091,272,open,What is the clinical recommendation for the periapical lesion at tooth #38?,,,,,,,Extraction.,97,4,q0844
017091,273,open,What is observed in the bilateral mandibular canals?,,,,,,,Imaging features signs of bilateral mandibular canals.,97,4,q0845
017091,274,open,Detect wisdom tooth in the panoramic image.,,,,,,,"Tooth #38, #48, #18, #28.",97,4,q0846
017840,365,closed,How many erupted wisdom teeth are present?,1,2,3,4,A,1,,98,4,q0847
017840,366,closed,Which of the following is a visible structure in the jaw?,Nasal cavity,Mandibular canals,Ethmoid sinuses,Sphenoid sinuses,C,Ethmoid sinuses,,98,4,q0848
017840,368,closed,Which tooth exhibits deep caries and a periapical abscess?,#35,#36,#37,#38,A,#35,,98,4,q0849
017840,369,closed,What is the recommended immediate action for tooth 36?,Monitoring,Filling,Root canal treatment or extraction,Crown,D,Crown,,98,4,q0850
017840,431,open,What structures are clearly visible in the maxillary region?,,,,,,,Maxillary sinuses are clearly visible bilaterally.,98,4,q0851
017840,432,open,How many teeth are visualized in the panoramic radiograph?,,,,,,,30 teeth are visualized.,98,4,q0852
017840,433,open,What pathological findings are present in tooth #36?,,,,,,,Deep caries and a periapical abscess.,98,4,q0853
017840,434,open,Where is bone loss detected?,,,,,,,No apparent Bone loss is detected.,98,4,q0854
017840,435,open,Please provide a full description of the condition of tooth #38.,,,,,,,Findings: wisdom tooth.,98,4,q0855
017309,310,closed,Which tooth shows signs of a periapical granuloma?,#35,#36,#37,#38,B,#36,,99,4,q0856
017309,311,closed,What is visible in the bilateral mandibular areas?,Signs of infection,Mandibular canals,Bone fractures,Tumors,C,Bone fractures,,99,4,q0857
017309,312,closed,Which of the following is TRUE regarding the wisdom teeth?,Only 18 is impacted,Only 28 is impacted,All four wisdom teeth are impacted,None are impacted,C,All four wisdom teeth are impacted,,99,4,q0858
017309,313,closed,What type of pathological finding is present in tooth 36?,Periapical cyst,Periapical granuloma,Lesion likely abscess,Benign tumor,C,Lesion likely abscess,,99,4,q0859
017309,366,open,What structures are visible in the bilateral mandibular areas?,,,,,,,Imaging features show signs of bilateral mandibular canals.,99,4,q0860
017309,367,open,What is the status of the wisdom teeth in the radiograph?,,,,,,,"All four wisdom teeth (18, #28, #38, #48) are impacted.",99,4,q0861
017309,368,open,What is the general condition of the teeth in the radiograph?,,,,,,,29 teeth are visualized with clear anatomical definition.,99,4,q0862
017309,369,open,What historical interventions are evident in the radiograph?,,,,,,,Evidence of dental implants is present.,99,4,q0863
